order_id,supplier_id,order_value,quantity,category,status,month
ORD_SUP000001_41,SUP000001,3987674.83,89344,Mechanical Parts,Delivered,Month_41
ORD_SUP000001_42,SUP000001,3591200.12,24589,Mechanical Parts,Delivered,Month_42
ORD_SUP000001_43,SUP000001,4463552.58,262146,Mechanical Parts,Delivered,Month_43
ORD_SUP000001_44,SUP000001,3845310.28,23986,Mechanical Parts,Delivered,Month_44
ORD_SUP000001_45,SUP000001,4458259.7,63722,Mechanical Parts,Delivered,Month_45
ORD_SUP000001_46,SUP000001,3917119.1,45727,Mechanical Parts,Delivered,Month_46
ORD_SUP000001_47,SUP000001,4571846.15,45743,Mechanical Parts,Delivered,Month_47
ORD_SUP000001_48,SUP000001,3500654.02,26338,Mechanical Parts,Delivered,Month_48
ORD_SUP000001_49,SUP000001,3751584.84,21584,Mechanical Parts,Delivered,Month_49
ORD_SUP000001_50,SUP000001,3467271.15,25761,Mechanical Parts,Delivered,Month_50
ORD_SUP000001_51,SUP000001,3585824.35,22151,Mechanical Parts,Delivered,Month_51
ORD_SUP000001_52,SUP000001,3578825.24,41612,Mechanical Parts,Delivered,Month_52
ORD_SUP000001_53,SUP000001,3556780.96,18550,Mechanical Parts,Delivered,Month_53
ORD_SUP000001_54,SUP000001,3658416.11,80413,Mechanical Parts,Delivered,Month_54
ORD_SUP000001_55,SUP000001,3931113.64,49264,Mechanical Parts,Delivered,Month_55
ORD_SUP000001_56,SUP000001,4148006.7,68362,Mechanical Parts,Delivered,Month_56
ORD_SUP000001_57,SUP000001,3430170.0,37837,Mechanical Parts,Delivered,Month_57
ORD_SUP000001_58,SUP000001,3793170.48,19054,Mechanical Parts,Delivered,Month_58
ORD_SUP000001_59,SUP000001,3657256.18,55568,Mechanical Parts,Delivered,Month_59
ORD_SUP000001_60,SUP000001,3421274.33,47317,Mechanical Parts,In Transit,Month_60
ORD_SUP000002_01,SUP000002,13735443.92,69170,Chemical Agent,Delivered,Month_01
ORD_SUP000002_02,SUP000002,13528401.1,396625,Chemical Agent,Delivered,Month_02
ORD_SUP000002_03,SUP000002,14320830.74,249323,Chemical Agent,Delivered,Month_03
ORD_SUP000002_04,SUP000002,14379602.68,85893,Chemical Agent,Delivered,Month_04
ORD_SUP000002_05,SUP000002,14482506.26,104578,Chemical Agent,Delivered,Month_05
ORD_SUP000002_06,SUP000002,12999957.82,108594,Chemical Agent,Delivered,Month_06
ORD_SUP000002_07,SUP000002,12399178.46,139783,Chemical Agent,Delivered,Month_07
ORD_SUP000002_08,SUP000002,13354008.27,102416,Chemical Agent,Delivered,Month_08
ORD_SUP000002_09,SUP000002,15203917.41,549115,Chemical Agent,Delivered,Month_09
ORD_SUP000002_10,SUP000002,14452633.74,229907,Chemical Agent,Delivered,Month_10
ORD_SUP000002_11,SUP000002,17382192.87,216942,Chemical Agent,Delivered,Month_11
ORD_SUP000002_12,SUP000002,16421951.21,227498,Chemical Agent,Delivered,Month_12
ORD_SUP000002_13,SUP000002,12721455.81,80984,Chemical Agent,Delivered,Month_13
ORD_SUP000002_14,SUP000002,15506139.71,104153,Chemical Agent,Delivered,Month_14
ORD_SUP000002_15,SUP000002,15030269.42,110364,Chemical Agent,Delivered,Month_15
ORD_SUP000002_16,SUP000002,15075102.62,684210,Chemical Agent,Delivered,Month_16
ORD_SUP000002_17,SUP000002,15647881.76,304506,Chemical Agent,Delivered,Month_17
ORD_SUP000002_18,SUP000002,14707008.86,292666,Chemical Agent,Delivered,Month_18
ORD_SUP000002_19,SUP000002,14498783.21,86619,Chemical Agent,Delivered,Month_19
ORD_SUP000002_20,SUP000002,15052622.66,125640,Chemical Agent,Delivered,Month_20
ORD_SUP000002_21,SUP000002,16908430.05,165421,Chemical Agent,Delivered,Month_21
ORD_SUP000002_22,SUP000002,16003508.69,114568,Chemical Agent,Delivered,Month_22
ORD_SUP000002_23,SUP000002,15382816.49,531923,Chemical Agent,Delivered,Month_23
ORD_SUP000002_24,SUP000002,18422824.89,189300,Chemical Agent,Delivered,Month_24
ORD_SUP000002_25,SUP000002,15699954.83,90775,Chemical Agent,Delivered,Month_25
ORD_SUP000002_26,SUP000002,16960441.81,1674538,Chemical Agent,Delivered,Month_26
ORD_SUP000002_27,SUP000002,19830128.87,409371,Chemical Agent,Delivered,Month_27
ORD_SUP000002_28,SUP000002,19111883.9,545065,Chemical Agent,Delivered,Month_28
ORD_SUP000002_29,SUP000002,17996866.19,447619,Chemical Agent,Delivered,Month_29
ORD_SUP000002_30,SUP000002,19010501.2,306306,Chemical Agent,Delivered,Month_30
ORD_SUP000002_31,SUP000002,18230298.85,316641,Chemical Agent,Delivered,Month_31
ORD_SUP000002_32,SUP000002,17384500.15,95665,Chemical Agent,Delivered,Month_32
ORD_SUP000002_33,SUP000002,17630510.12,206676,Chemical Agent,Delivered,Month_33
ORD_SUP000002_34,SUP000002,18696106.76,130839,Chemical Agent,Delivered,Month_34
ORD_SUP000002_35,SUP000002,18706684.11,139039,Chemical Agent,Delivered,Month_35
ORD_SUP000002_36,SUP000002,20923720.21,2050059,Chemical Agent,Delivered,Month_36
ORD_SUP000002_37,SUP000002,19775329.1,561592,Chemical Agent,Delivered,Month_37
ORD_SUP000002_38,SUP000002,18402960.24,132208,Chemical Agent,Delivered,Month_38
ORD_SUP000002_39,SUP000002,17513718.7,123194,Chemical Agent,Delivered,Month_39
ORD_SUP000002_40,SUP000002,22913957.48,115873,Chemical Agent,Delivered,Month_40
ORD_SUP000002_41,SUP000002,20297751.62,578064,Chemical Agent,Delivered,Month_41
ORD_SUP000002_42,SUP000002,17838445.91,215483,Chemical Agent,Delivered,Month_42
ORD_SUP000002_43,SUP000002,22086435.45,749679,Chemical Agent,Delivered,Month_43
ORD_SUP000002_44,SUP000002,20013702.73,112824,Chemical Agent,Delivered,Month_44
ORD_SUP000002_45,SUP000002,19695634.26,125483,Chemical Agent,Delivered,Month_45
ORD_SUP000002_46,SUP000002,24210700.88,685898,Chemical Agent,Delivered,Month_46
ORD_SUP000002_47,SUP000002,25861328.12,696281,Chemical Agent,Delivered,Month_47
ORD_SUP000002_48,SUP000002,23730750.7,2043956,Chemical Agent,Delivered,Month_48
ORD_SUP000002_49,SUP000002,23586484.3,251941,Chemical Agent,Delivered,Month_49
ORD_SUP000002_50,SUP000002,23228889.29,179602,Chemical Agent,Delivered,Month_50
ORD_SUP000002_51,SUP000002,21019663.77,238250,Chemical Agent,Delivered,Month_51
ORD_SUP000002_52,SUP000002,25156575.49,145084,Chemical Agent,Delivered,Month_52
ORD_SUP000002_53,SUP000002,21803397.35,749557,Chemical Agent,Delivered,Month_53
ORD_SUP000002_54,SUP000002,24231640.51,198589,Chemical Agent,Delivered,Month_54
ORD_SUP000002_55,SUP000002,23653307.7,122545,Chemical Agent,Delivered,Month_55
ORD_SUP000002_56,SUP000002,23851381.47,652252,Chemical Agent,Delivered,Month_56
ORD_SUP000002_57,SUP000002,24005730.98,923039,Chemical Agent,Delivered,Month_57
ORD_SUP000002_58,SUP000002,26992648.01,217680,Chemical Agent,Delivered,Month_58
ORD_SUP000002_59,SUP000002,27765498.2,175726,Chemical Agent,Delivered,Month_59
ORD_SUP000002_60,SUP000002,28442827.71,166235,Chemical Agent,Delayed,Month_60
ORD_SUP000003_01,SUP000003,47419951.75,260110,Raw Materials,Delivered,Month_01
ORD_SUP000003_02,SUP000003,49557926.17,361435,Raw Materials,Delivered,Month_02
ORD_SUP000003_03,SUP000003,42602436.39,1571134,Raw Materials,Delivered,Month_03
ORD_SUP000003_04,SUP000003,47025494.31,318866,Raw Materials,Delivered,Month_04
ORD_SUP000003_05,SUP000003,41545780.77,708736,Raw Materials,Delivered,Month_05
ORD_SUP000003_06,SUP000003,42589530.5,215265,Raw Materials,Delivered,Month_06
ORD_SUP000003_07,SUP000003,43807857.46,446050,Raw Materials,Delivered,Month_07
ORD_SUP000003_08,SUP000003,41570306.47,962423,Raw Materials,Delivered,Month_08
ORD_SUP000003_09,SUP000003,42642158.49,653942,Raw Materials,Delivered,Month_09
ORD_SUP000003_10,SUP000003,53222535.92,766736,Raw Materials,Delivered,Month_10
ORD_SUP000003_11,SUP000003,52511667.85,1872093,Raw Materials,Delivered,Month_11
ORD_SUP000003_12,SUP000003,52132510.1,2785016,Raw Materials,Delivered,Month_12
ORD_SUP000003_13,SUP000003,52168140.71,383483,Raw Materials,Delivered,Month_13
ORD_SUP000003_14,SUP000003,46238161.9,593327,Raw Materials,Delivered,Month_14
ORD_SUP000003_15,SUP000003,49143511.33,383504,Raw Materials,Delivered,Month_15
ORD_SUP000003_16,SUP000003,56054757.4,2026508,Raw Materials,Delivered,Month_16
ORD_SUP000003_17,SUP000003,54909783.35,1227166,Raw Materials,Delivered,Month_17
ORD_SUP000003_18,SUP000003,47204820.0,244788,Raw Materials,Delivered,Month_18
ORD_SUP000003_19,SUP000003,47615030.12,571705,Raw Materials,Delivered,Month_19
ORD_SUP000003_20,SUP000003,53997904.55,333359,Raw Materials,Delivered,Month_20
ORD_SUP000003_21,SUP000003,54143250.93,335433,Raw Materials,Delivered,Month_21
ORD_SUP000003_22,SUP000003,46857723.08,329352,Raw Materials,Delivered,Month_22
ORD_SUP000003_23,SUP000003,47286163.03,250100,Raw Materials,Delivered,Month_23
ORD_SUP000003_24,SUP000003,48326392.31,542717,Raw Materials,Delivered,Month_24
ORD_SUP000003_25,SUP000003,55036206.89,338829,Raw Materials,Delivered,Month_25
ORD_SUP000003_26,SUP000003,55042269.89,1238588,Raw Materials,Delivered,Month_26
ORD_SUP000003_27,SUP000003,52345586.73,669948,Raw Materials,Delivered,Month_27
ORD_SUP000003_28,SUP000003,46839865.72,334455,Raw Materials,Delivered,Month_28
ORD_SUP000003_29,SUP000003,59287638.45,304110,Raw Materials,Delivered,Month_29
ORD_SUP000003_30,SUP000003,48291168.29,261208,Raw Materials,Delivered,Month_30
ORD_SUP000003_31,SUP000003,48625946.89,551664,Raw Materials,Delivered,Month_31
ORD_SUP000003_32,SUP000003,49076684.98,821966,Raw Materials,Delivered,Month_32
ORD_SUP000003_33,SUP000003,52704311.45,366338,Raw Materials,Delivered,Month_33
ORD_SUP000003_34,SUP000003,59586090.97,382377,Raw Materials,Delivered,Month_34
ORD_SUP000003_35,SUP000003,61082822.7,520507,Raw Materials,Delivered,Month_35
ORD_SUP000003_36,SUP000003,66281010.25,482849,Raw Materials,Delivered,Month_36
ORD_SUP000003_37,SUP000003,54199793.78,495474,Raw Materials,Delivered,Month_37
ORD_SUP000003_38,SUP000003,61180130.79,2177538,Raw Materials,Delivered,Month_38
ORD_SUP000003_39,SUP000003,61586719.08,1076133,Raw Materials,Delivered,Month_39
ORD_SUP000003_40,SUP000003,55824803.71,403078,Raw Materials,Delivered,Month_40
ORD_SUP000003_41,SUP000003,57692174.69,340535,Raw Materials,Delivered,Month_41
ORD_SUP000003_42,SUP000003,57835150.97,292568,Raw Materials,Delivered,Month_42
ORD_SUP000003_43,SUP000003,51808444.89,391758,Raw Materials,Delivered,Month_43
ORD_SUP000003_44,SUP000003,54010552.03,315333,Raw Materials,Delivered,Month_44
ORD_SUP000003_45,SUP000003,66071317.1,377143,Raw Materials,Delivered,Month_45
ORD_SUP000003_46,SUP000003,55436364.63,536067,Raw Materials,Delivered,Month_46
ORD_SUP000003_47,SUP000003,60477482.86,311214,Raw Materials,Delivered,Month_47
ORD_SUP000003_48,SUP000003,54239706.15,1036805,Raw Materials,Delivered,Month_48
ORD_SUP000003_49,SUP000003,63615278.05,734395,Raw Materials,Delivered,Month_49
ORD_SUP000003_50,SUP000003,58476898.39,601441,Raw Materials,Delivered,Month_50
ORD_SUP000003_51,SUP000003,66849837.26,702656,Raw Materials,Delivered,Month_51
ORD_SUP000003_52,SUP000003,69185316.28,728704,Raw Materials,Delivered,Month_52
ORD_SUP000003_53,SUP000003,57461045.95,549861,Raw Materials,Delivered,Month_53
ORD_SUP000003_54,SUP000003,63325842.18,2146476,Raw Materials,Delivered,Month_54
ORD_SUP000003_55,SUP000003,60107385.43,518816,Raw Materials,Delivered,Month_55
ORD_SUP000003_56,SUP000003,54573903.93,2001231,Raw Materials,Delivered,Month_56
ORD_SUP000003_57,SUP000003,68181548.53,534243,Raw Materials,Delivered,Month_57
ORD_SUP000003_58,SUP000003,62967693.36,590779,Raw Materials,Delivered,Month_58
ORD_SUP000003_59,SUP000003,64750685.28,470639,Raw Materials,Delivered,Month_59
ORD_SUP000003_60,SUP000003,75849465.21,959693,Raw Materials,Delivered,Month_60
ORD_SUP000004_01,SUP000004,2607972.33,169035,Packaging Supplies,Delivered,Month_01
ORD_SUP000004_02,SUP000004,2461191.83,14187,Packaging Supplies,Delivered,Month_02
ORD_SUP000004_03,SUP000004,2400413.69,23891,Packaging Supplies,Delivered,Month_03
ORD_SUP000004_04,SUP000004,2818695.9,25008,Packaging Supplies,Delivered,Month_04
ORD_SUP000004_05,SUP000004,2514473.13,26602,Packaging Supplies,Delivered,Month_05
ORD_SUP000004_06,SUP000004,3063928.63,21493,Packaging Supplies,Delivered,Month_06
ORD_SUP000004_07,SUP000004,2662064.75,21548,Packaging Supplies,Delivered,Month_07
ORD_SUP000004_08,SUP000004,3101653.94,23710,Packaging Supplies,Delivered,Month_08
ORD_SUP000004_09,SUP000004,3044032.79,27810,Packaging Supplies,Delivered,Month_09
ORD_SUP000004_10,SUP000004,3354031.25,48725,Packaging Supplies,Delivered,Month_10
ORD_SUP000004_11,SUP000004,3281111.91,29155,Packaging Supplies,Delivered,Month_11
ORD_SUP000004_12,SUP000004,3573943.49,38039,Packaging Supplies,Delivered,Month_12
ORD_SUP000004_13,SUP000004,3262481.25,54957,Packaging Supplies,Delivered,Month_13
ORD_SUP000004_14,SUP000004,3161236.28,315569,Packaging Supplies,Delivered,Month_14
ORD_SUP000004_15,SUP000004,3826310.86,22361,Packaging Supplies,Delivered,Month_15
ORD_SUP000004_16,SUP000004,3528290.7,35586,Packaging Supplies,Delivered,Month_16
ORD_SUP000004_17,SUP000004,3210068.07,17333,Packaging Supplies,Delivered,Month_17
ORD_SUP000004_18,SUP000004,4217100.78,41901,Packaging Supplies,Delivered,Month_18
ORD_SUP000004_19,SUP000004,3535072.77,38515,Packaging Supplies,Delivered,Month_19
ORD_SUP000004_20,SUP000004,3873544.38,71824,Packaging Supplies,Delivered,Month_20
ORD_SUP000004_21,SUP000004,3729259.51,46044,Packaging Supplies,Delivered,Month_21
ORD_SUP000004_22,SUP000004,4327906.61,37147,Packaging Supplies,Delivered,Month_22
ORD_SUP000004_23,SUP000004,4535532.73,110565,Packaging Supplies,Delivered,Month_23
ORD_SUP000004_24,SUP000004,4961653.11,59033,Packaging Supplies,Delivered,Month_24
ORD_SUP000004_25,SUP000004,4577296.33,76331,Packaging Supplies,Delivered,Month_25
ORD_SUP000004_26,SUP000004,4754738.03,85645,Packaging Supplies,Delivered,Month_26
ORD_SUP000004_27,SUP000004,5401735.98,29535,Packaging Supplies,Delivered,Month_27
ORD_SUP000004_28,SUP000004,5496293.61,39236,Packaging Supplies,Delivered,Month_28
ORD_SUP000004_29,SUP000004,5040036.06,33343,Packaging Supplies,Delivered,Month_29
ORD_SUP000004_30,SUP000004,5963412.24,67419,Packaging Supplies,Delivered,Month_30
ORD_SUP000004_31,SUP000004,6237274.07,139669,Packaging Supplies,Delivered,Month_31
ORD_SUP000004_32,SUP000004,5419573.17,41367,Packaging Supplies,Delivered,Month_32
ORD_SUP000004_33,SUP000004,6483561.36,105072,Packaging Supplies,Delivered,Month_33
ORD_SUP000004_34,SUP000004,6748064.55,147724,Packaging Supplies,Delivered,Month_34
ORD_SUP000004_35,SUP000004,5883528.89,302804,Packaging Supplies,Delivered,Month_35
ORD_SUP000004_36,SUP000004,6710569.03,148044,Packaging Supplies,Delivered,Month_36
ORD_SUP000004_37,SUP000004,6113778.91,99984,Packaging Supplies,Delivered,Month_37
ORD_SUP000004_38,SUP000004,6924183.9,46737,Packaging Supplies,Delivered,Month_38
ORD_SUP000004_39,SUP000004,6745200.29,174610,Packaging Supplies,Delivered,Month_39
ORD_SUP000004_40,SUP000004,7201115.04,96061,Packaging Supplies,Delivered,Month_40
ORD_SUP000004_41,SUP000004,7083276.44,43751,Packaging Supplies,Delivered,Month_41
ORD_SUP000004_42,SUP000004,8770209.65,89400,Packaging Supplies,Delivered,Month_42
ORD_SUP000004_43,SUP000004,8699140.79,119580,Packaging Supplies,Delivered,Month_43
ORD_SUP000004_44,SUP000004,8740701.32,45807,Packaging Supplies,Delivered,Month_44
ORD_SUP000004_45,SUP000004,7716226.27,49031,Packaging Supplies,Delivered,Month_45
ORD_SUP000004_46,SUP000004,7856613.28,79097,Packaging Supplies,Delivered,Month_46
ORD_SUP000004_47,SUP000004,8893641.2,52348,Packaging Supplies,Delivered,Month_47
ORD_SUP000004_48,SUP000004,10228207.37,61112,Packaging Supplies,Delivered,Month_48
ORD_SUP000004_49,SUP000004,8637184.17,55385,Packaging Supplies,Delivered,Month_49
ORD_SUP000004_50,SUP000004,9224661.75,58931,Packaging Supplies,Delivered,Month_50
ORD_SUP000004_51,SUP000004,9822900.11,65421,Packaging Supplies,Delivered,Month_51
ORD_SUP000004_52,SUP000004,9289972.54,95224,Packaging Supplies,Delivered,Month_52
ORD_SUP000004_53,SUP000004,11242723.5,103128,Packaging Supplies,Delivered,Month_53
ORD_SUP000004_54,SUP000004,12325291.83,123454,Packaging Supplies,Delivered,Month_54
ORD_SUP000004_55,SUP000004,11924661.05,172071,Packaging Supplies,Delivered,Month_55
ORD_SUP000004_56,SUP000004,10977277.03,84739,Packaging Supplies,Delivered,Month_56
ORD_SUP000004_57,SUP000004,10997787.86,58464,Packaging Supplies,Delivered,Month_57
ORD_SUP000004_58,SUP000004,13184992.63,226821,Packaging Supplies,Delivered,Month_58
ORD_SUP000004_59,SUP000004,14216864.47,297688,Packaging Supplies,Delivered,Month_59
ORD_SUP000004_60,SUP000004,14541433.47,83525,Packaging Supplies,Delivered,Month_60
ORD_SUP000005_01,SUP000005,6579815.31,151868,Chemical Agent,Delivered,Month_01
ORD_SUP000005_02,SUP000005,7388241.64,134632,Chemical Agent,Delivered,Month_02
ORD_SUP000005_03,SUP000005,6238803.93,56611,Chemical Agent,Delivered,Month_03
ORD_SUP000005_04,SUP000005,5653274.02,28700,Chemical Agent,Delivered,Month_04
ORD_SUP000005_05,SUP000005,7144496.18,58012,Chemical Agent,Delivered,Month_05
ORD_SUP000005_06,SUP000005,6945426.8,41061,Chemical Agent,Delivered,Month_06
ORD_SUP000005_07,SUP000005,7119314.58,80480,Chemical Agent,Delivered,Month_07
ORD_SUP000005_08,SUP000005,6765090.75,49917,Chemical Agent,Delivered,Month_08
ORD_SUP000005_09,SUP000005,7163333.41,171437,Chemical Agent,Delivered,Month_09
ORD_SUP000005_10,SUP000005,7131289.36,41961,Chemical Agent,Delivered,Month_10
ORD_SUP000005_11,SUP000005,6063736.26,100667,Chemical Agent,Delivered,Month_11
ORD_SUP000005_12,SUP000005,7181590.28,359449,Chemical Agent,Delivered,Month_12
ORD_SUP000005_13,SUP000005,6471475.25,64402,Chemical Agent,Delivered,Month_13
ORD_SUP000005_14,SUP000005,6697386.45,35218,Chemical Agent,Delivered,Month_14
ORD_SUP000005_15,SUP000005,7295625.21,134121,Chemical Agent,Delivered,Month_15
ORD_SUP000005_16,SUP000005,6779169.98,80595,Chemical Agent,Delivered,Month_16
ORD_SUP000005_17,SUP000005,5904716.61,53299,Chemical Agent,Delivered,Month_17
ORD_SUP000005_18,SUP000005,6256040.31,96438,Chemical Agent,Delivered,Month_18
ORD_SUP000005_19,SUP000005,7053739.83,85416,Chemical Agent,Delivered,Month_19
ORD_SUP000005_20,SUP000005,6306048.81,56940,Chemical Agent,Delivered,Month_20
ORD_SUP000005_21,SUP000005,7585349.26,266159,Chemical Agent,Delivered,Month_21
ORD_SUP000005_22,SUP000005,6703582.84,86803,Chemical Agent,Delivered,Month_22
ORD_SUP000005_23,SUP000005,7594197.35,60275,Chemical Agent,Delivered,Month_23
ORD_SUP000005_24,SUP000005,6818195.84,110340,Chemical Agent,Delivered,Month_24
ORD_SUP000005_25,SUP000005,5915358.89,36415,Chemical Agent,Delivered,Month_25
ORD_SUP000005_26,SUP000005,6068222.29,50153,Chemical Agent,Delivered,Month_26
ORD_SUP000005_27,SUP000005,6184229.88,44714,Chemical Agent,Delivered,Month_27
ORD_SUP000005_28,SUP000005,5696691.47,41382,Chemical Agent,Delivered,Month_28
ORD_SUP000005_29,SUP000005,6508309.25,59823,Chemical Agent,Delivered,Month_29
ORD_SUP000005_30,SUP000005,6446470.82,32441,Chemical Agent,Delivered,Month_30
ORD_SUP000005_31,SUP000005,6193377.99,515692,Chemical Agent,Delivered,Month_31
ORD_SUP000005_32,SUP000005,5538143.14,241725,Chemical Agent,Delivered,Month_32
ORD_SUP000005_33,SUP000005,6379405.47,58100,Chemical Agent,Delivered,Month_33
ORD_SUP000005_34,SUP000005,7008343.9,91268,Chemical Agent,Delivered,Month_34
ORD_SUP000005_35,SUP000005,7013013.6,121206,Chemical Agent,Delivered,Month_35
ORD_SUP000005_36,SUP000005,5767379.1,45168,Chemical Agent,Delivered,Month_36
ORD_SUP000005_37,SUP000005,5572979.08,45350,Chemical Agent,Delivered,Month_37
ORD_SUP000005_38,SUP000005,7047123.64,137648,Chemical Agent,Delivered,Month_38
ORD_SUP000005_39,SUP000005,6175503.06,186345,Chemical Agent,Delivered,Month_39
ORD_SUP000005_40,SUP000005,6904026.45,261383,Chemical Agent,Delivered,Month_40
ORD_SUP000005_41,SUP000005,6084996.65,74724,Chemical Agent,Delivered,Month_41
ORD_SUP000005_42,SUP000005,6604678.19,49621,Chemical Agent,Delivered,Month_42
ORD_SUP000005_43,SUP000005,6575225.82,145772,Chemical Agent,Delivered,Month_43
ORD_SUP000005_44,SUP000005,5669425.33,125959,Chemical Agent,Delivered,Month_44
ORD_SUP000005_45,SUP000005,5921085.06,43701,Chemical Agent,Delivered,Month_45
ORD_SUP000005_46,SUP000005,5728799.07,59579,Chemical Agent,Delivered,Month_46
ORD_SUP000005_47,SUP000005,7299882.21,46740,Chemical Agent,Delivered,Month_47
ORD_SUP000005_48,SUP000005,6723003.09,49130,Chemical Agent,Delivered,Month_48
ORD_SUP000005_49,SUP000005,6376751.5,108275,Chemical Agent,Delivered,Month_49
ORD_SUP000005_50,SUP000005,6634336.47,105836,Chemical Agent,Delivered,Month_50
ORD_SUP000005_51,SUP000005,5393570.36,64337,Chemical Agent,Delivered,Month_51
ORD_SUP000005_52,SUP000005,6565467.61,111156,Chemical Agent,Delivered,Month_52
ORD_SUP000005_53,SUP000005,6366481.34,145331,Chemical Agent,Delivered,Month_53
ORD_SUP000005_54,SUP000005,5510887.71,28103,Chemical Agent,Delivered,Month_54
ORD_SUP000005_55,SUP000005,5706135.34,67447,Chemical Agent,Delivered,Month_55
ORD_SUP000005_56,SUP000005,6321207.9,206563,Chemical Agent,Delivered,Month_56
ORD_SUP000005_57,SUP000005,6471854.77,70393,Chemical Agent,Delivered,Month_57
ORD_SUP000005_58,SUP000005,6516108.97,215854,Chemical Agent,Delivered,Month_58
ORD_SUP000005_59,SUP000005,6341789.33,107108,Chemical Agent,Delivered,Month_59
ORD_SUP000005_60,SUP000005,5327338.98,227874,Chemical Agent,Delayed,Month_60
ORD_SUP000006_01,SUP000006,3749999.42,35698,Raw Materials,Delivered,Month_01
ORD_SUP000006_02,SUP000006,3461430.61,25414,Raw Materials,Delivered,Month_02
ORD_SUP000006_03,SUP000006,3974826.58,25273,Raw Materials,Delivered,Month_03
ORD_SUP000006_04,SUP000006,3880603.76,37197,Raw Materials,Delivered,Month_04
ORD_SUP000006_05,SUP000006,3591659.73,28972,Raw Materials,Delivered,Month_05
ORD_SUP000006_06,SUP000006,4254878.72,61179,Raw Materials,Delivered,Month_06
ORD_SUP000006_07,SUP000006,4323346.4,28807,Raw Materials,Delivered,Month_07
ORD_SUP000006_08,SUP000006,4520577.03,29867,Raw Materials,Delivered,Month_08
