complaint_id,supplier_id,type,severity,resolved,month
COM_SUP000010_18_2,SUP000010,Late Delivery Delay,LOW,True,Month_18
COM_SUP000010_19_1,SUP000010,Product Quality Defect,MEDIUM,True,Month_19
COM_SUP000010_21_1,SUP000010,Product Quality Defect,CRITICAL,False,Month_21
COM_SUP000010_21_2,SUP000010,Product Quality Defect,CRITICAL,False,Month_21
COM_SUP000010_23_1,SUP000010,Invoicing Mismatch,LOW,False,Month_23
COM_SUP000010_24_1,SUP000010,Customer Service Unresponsiveness,LOW,True,Month_24
COM_SUP000010_24_2,SUP000010,Product Quality Defect,CRITICAL,True,Month_24
COM_SUP000010_28_1,SUP000010,Product Quality Defect,LOW,False,Month_28
COM_SUP000010_28_2,SUP000010,Late Delivery Delay,LOW,True,Month_28
COM_SUP000010_29_1,SUP000010,Product Quality Defect,CRITICAL,False,Month_29
COM_SUP000010_30_1,SUP000010,Product Quality Defect,CRITICAL,True,Month_30
COM_SUP000010_31_1,SUP000010,Product Quality Defect,CRITICAL,True,Month_31
COM_SUP000010_32_1,SUP000010,Packaging Damage,LOW,True,Month_32
COM_SUP000010_36_1,SUP000010,Product Quality Defect,CRITICAL,False,Month_36
COM_SUP000010_36_2,SUP000010,Product Quality Defect,CRITICAL,True,Month_36
COM_SUP000010_38_1,SUP000010,Product Quality Defect,CRITICAL,False,Month_38
COM_SUP000010_38_2,SUP000010,Customer Service Unresponsiveness,LOW,True,Month_38
COM_SUP000010_45_1,SUP000010,Product Quality Defect,MEDIUM,False,Month_45
COM_SUP000010_46_1,SUP000010,Product Quality Defect,CRITICAL,False,Month_46
COM_SUP000010_47_1,SUP000010,Late Delivery Delay,HIGH,True,Month_47
COM_SUP000010_47_2,SUP000010,Late Delivery Delay,HIGH,True,Month_47
COM_SUP000010_47_3,SUP000010,Product Quality Defect,CRITICAL,False,Month_47
COM_SUP000010_48_1,SUP000010,Customer Service Unresponsiveness,LOW,False,Month_48
COM_SUP000010_55_1,SUP000010,Late Delivery Delay,LOW,False,Month_55
COM_SUP000010_55_2,SUP000010,Product Quality Defect,LOW,False,Month_55
COM_SUP000010_55_3,SUP000010,Late Delivery Delay,MEDIUM,False,Month_55
COM_SUP000010_55_4,SUP000010,Late Delivery Delay,LOW,True,Month_55
COM_SUP000010_57_1,SUP000010,Product Quality Defect,MEDIUM,True,Month_57
COM_SUP000010_57_2,SUP000010,Packaging Damage,LOW,False,Month_57
COM_SUP000010_59_1,SUP000010,Customer Service Unresponsiveness,LOW,False,Month_59
COM_SUP000012_15_1,SUP000012,Late Delivery Delay,MEDIUM,False,Month_15
COM_SUP000012_23_1,SUP000012,Late Delivery Delay,MEDIUM,False,Month_23
COM_SUP000012_33_1,SUP000012,Product Quality Defect,LOW,True,Month_33
COM_SUP000012_33_2,SUP000012,Product Quality Defect,MEDIUM,True,Month_33
COM_SUP000012_35_1,SUP000012,Product Quality Defect,LOW,True,Month_35
COM_SUP000012_49_1,SUP000012,Late Delivery Delay,LOW,True,Month_49
COM_SUP000012_55_1,SUP000012,Late Delivery Delay,LOW,False,Month_55
COM_SUP000012_56_1,SUP000012,Product Quality Defect,LOW,False,Month_56
COM_SUP000012_56_2,SUP000012,Late Delivery Delay,LOW,False,Month_56
COM_SUP000012_56_3,SUP000012,Late Delivery Delay,LOW,True,Month_56
COM_SUP000012_56_4,SUP000012,Product Quality Defect,LOW,True,Month_56
COM_SUP000012_58_1,SUP000012,Product Quality Defect,MEDIUM,True,Month_58
COM_SUP000013_29_1,SUP000013,Late Delivery Delay,MEDIUM,True,Month_29
COM_SUP000013_29_2,SUP000013,Late Delivery Delay,LOW,False,Month_29
COM_SUP000013_36_1,SUP000013,Customer Service Unresponsiveness,LOW,True,Month_36
COM_SUP000013_47_1,SUP000013,Packaging Damage,LOW,True,Month_47
COM_SUP000016_03_1,SUP000016,Packaging Damage,MEDIUM,True,Month_03
COM_SUP000016_03_2,SUP000016,Late Delivery Delay,HIGH,False,Month_03
COM_SUP000016_03_3,SUP000016,Product Quality Defect,CRITICAL,True,Month_03
COM_SUP000016_04_1,SUP000016,Product Quality Defect,CRITICAL,True,Month_04
COM_SUP000016_07_1,SUP000016,Customer Service Unresponsiveness,LOW,True,Month_07
COM_SUP000016_07_2,SUP000016,Invoicing Mismatch,MEDIUM,True,Month_07
COM_SUP000016_10_1,SUP000016,Late Delivery Delay,HIGH,False,Month_10
COM_SUP000016_10_2,SUP000016,Product Quality Defect,CRITICAL,True,Month_10
COM_SUP000016_11_1,SUP000016,Invoicing Mismatch,MEDIUM,False,Month_11
COM_SUP000016_11_2,SUP000016,Late Delivery Delay,LOW,False,Month_11
COM_SUP000016_11_3,SUP000016,Late Delivery Delay,LOW,False,Month_11
COM_SUP000016_11_4,SUP000016,Product Quality Defect,CRITICAL,False,Month_11
COM_SUP000016_13_1,SUP000016,Product Quality Defect,CRITICAL,False,Month_13
COM_SUP000016_17_1,SUP000016,Packaging Damage,MEDIUM,True,Month_17
COM_SUP000016_17_2,SUP000016,Product Quality Defect,CRITICAL,True,Month_17
COM_SUP000016_19_1,SUP000016,Product Quality Defect,LOW,True,Month_19
COM_SUP000016_19_2,SUP000016,Product Quality Defect,LOW,False,Month_19
COM_SUP000016_22_1,SUP000016,Late Delivery Delay,LOW,False,Month_22
COM_SUP000016_22_2,SUP000016,Customer Service Unresponsiveness,LOW,True,Month_22
COM_SUP000016_25_1,SUP000016,Late Delivery Delay,LOW,False,Month_25
COM_SUP000016_25_2,SUP000016,Late Delivery Delay,LOW,True,Month_25
COM_SUP000016_25_3,SUP000016,Late Delivery Delay,LOW,False,Month_25
COM_SUP000016_27_1,SUP000016,Late Delivery Delay,HIGH,True,Month_27
COM_SUP000016_27_2,SUP000016,Product Quality Defect,CRITICAL,False,Month_27
COM_SUP000016_27_3,SUP000016,Late Delivery Delay,HIGH,True,Month_27
COM_SUP000016_27_4,SUP000016,Late Delivery Delay,HIGH,True,Month_27
COM_SUP000016_29_1,SUP000016,Product Quality Defect,CRITICAL,False,Month_29
COM_SUP000016_29_2,SUP000016,Customer Service Unresponsiveness,LOW,False,Month_29
COM_SUP000016_29_3,SUP000016,Late Delivery Delay,HIGH,True,Month_29
COM_SUP000016_31_1,SUP000016,Product Quality Defect,CRITICAL,True,Month_31
COM_SUP000016_35_1,SUP000016,Customer Service Unresponsiveness,LOW,False,Month_35
COM_SUP000016_39_1,SUP000016,Product Quality Defect,CRITICAL,True,Month_39
COM_SUP000016_40_1,SUP000016,Product Quality Defect,CRITICAL,True,Month_40
COM_SUP000016_41_1,SUP000016,Product Quality Defect,CRITICAL,False,Month_41
COM_SUP000016_43_1,SUP000016,Product Quality Defect,LOW,False,Month_43
COM_SUP000016_44_1,SUP000016,Late Delivery Delay,HIGH,False,Month_44
COM_SUP000016_44_2,SUP000016,Late Delivery Delay,HIGH,False,Month_44
COM_SUP000016_46_1,SUP000016,Packaging Damage,LOW,True,Month_46
COM_SUP000016_46_2,SUP000016,Product Quality Defect,CRITICAL,False,Month_46
COM_SUP000016_47_1,SUP000016,Late Delivery Delay,HIGH,True,Month_47
COM_SUP000016_47_2,SUP000016,Product Quality Defect,CRITICAL,True,Month_47
COM_SUP000016_47_3,SUP000016,Late Delivery Delay,HIGH,False,Month_47
COM_SUP000016_47_4,SUP000016,Product Quality Defect,CRITICAL,True,Month_47
COM_SUP000016_48_1,SUP000016,Late Delivery Delay,HIGH,False,Month_48
COM_SUP000016_48_2,SUP000016,Late Delivery Delay,HIGH,True,Month_48
COM_SUP000016_48_3,SUP000016,Product Quality Defect,CRITICAL,False,Month_48
COM_SUP000016_48_4,SUP000016,Late Delivery Delay,HIGH,True,Month_48
COM_SUP000016_52_1,SUP000016,Late Delivery Delay,HIGH,True,Month_52
COM_SUP000016_52_2,SUP000016,Late Delivery Delay,HIGH,False,Month_52
COM_SUP000016_53_1,SUP000016,Product Quality Defect,CRITICAL,True,Month_53
COM_SUP000016_53_2,SUP000016,Product Quality Defect,CRITICAL,True,Month_53
COM_SUP000016_57_1,SUP000016,Product Quality Defect,CRITICAL,True,Month_57
COM_SUP000017_12_1,SUP000017,Invoicing Mismatch,LOW,True,Month_12
COM_SUP000017_12_2,SUP000017,Product Quality Defect,MEDIUM,True,Month_12
COM_SUP000018_04_1,SUP000018,Invoicing Mismatch,MEDIUM,True,Month_04
COM_SUP000018_04_2,SUP000018,Invoicing Mismatch,LOW,True,Month_04
COM_SUP000018_14_1,SUP000018,Product Quality Defect,LOW,True,Month_14
COM_SUP000018_14_2,SUP000018,Product Quality Defect,LOW,True,Month_14
COM_SUP000018_18_1,SUP000018,Late Delivery Delay,LOW,True,Month_18
COM_SUP000018_18_2,SUP000018,Product Quality Defect,LOW,True,Month_18
COM_SUP000018_19_1,SUP000018,Late Delivery Delay,MEDIUM,False,Month_19
COM_SUP000018_19_2,SUP000018,Late Delivery Delay,LOW,True,Month_19
COM_SUP000018_28_1,SUP000018,Product Quality Defect,LOW,True,Month_28
COM_SUP000018_35_1,SUP000018,Late Delivery Delay,LOW,True,Month_35
COM_SUP000018_35_2,SUP000018,Product Quality Defect,LOW,False,Month_35
COM_SUP000018_35_3,SUP000018,Late Delivery Delay,LOW,True,Month_35
COM_SUP000018_39_1,SUP000018,Product Quality Defect,MEDIUM,True,Month_39
COM_SUP000018_44_1,SUP000018,Product Quality Defect,LOW,False,Month_44
COM_SUP000018_46_1,SUP000018,Product Quality Defect,LOW,True,Month_46
COM_SUP000018_46_2,SUP000018,Product Quality Defect,LOW,True,Month_46
COM_SUP000018_56_1,SUP000018,Late Delivery Delay,MEDIUM,True,Month_56
COM_SUP000018_56_2,SUP000018,Late Delivery Delay,MEDIUM,True,Month_56
COM_SUP000018_58_1,SUP000018,Product Quality Defect,MEDIUM,True,Month_58
COM_SUP000019_01_1,SUP000019,Late Delivery Delay,LOW,True,Month_01
COM_SUP000019_01_2,SUP000019,Packaging Damage,MEDIUM,True,Month_01
COM_SUP000019_04_1,SUP000019,Product Quality Defect,LOW,True,Month_04
COM_SUP000019_04_2,SUP000019,Packaging Damage,LOW,True,Month_04
COM_SUP000019_16_1,SUP000019,Late Delivery Delay,MEDIUM,True,Month_16
COM_SUP000019_16_2,SUP000019,Late Delivery Delay,LOW,True,Month_16
COM_SUP000019_17_1,SUP000019,Customer Service Unresponsiveness,LOW,True,Month_17
COM_SUP000019_17_2,SUP000019,Late Delivery Delay,LOW,True,Month_17
COM_SUP000019_17_3,SUP000019,Late Delivery Delay,MEDIUM,True,Month_17
COM_SUP000019_17_4,SUP000019,Late Delivery Delay,MEDIUM,False,Month_17
COM_SUP000019_24_1,SUP000019,Product Quality Defect,LOW,True,Month_24
COM_SUP000019_24_2,SUP000019,Late Delivery Delay,MEDIUM,True,Month_24
COM_SUP000019_28_1,SUP000019,Product Quality Defect,LOW,True,Month_28
COM_SUP000019_34_1,SUP000019,Late Delivery Delay,MEDIUM,False,Month_34
COM_SUP000019_34_2,SUP000019,Invoicing Mismatch,MEDIUM,True,Month_34
COM_SUP000019_36_1,SUP000019,Late Delivery Delay,LOW,True,Month_36
COM_SUP000019_36_2,SUP000019,Product Quality Defect,LOW,True,Month_36
COM_SUP000019_36_3,SUP000019,Customer Service Unresponsiveness,LOW,True,Month_36
COM_SUP000019_36_4,SUP000019,Customer Service Unresponsiveness,LOW,True,Month_36
COM_SUP000019_39_1,SUP000019,Product Quality Defect,LOW,True,Month_39
COM_SUP000019_42_1,SUP000019,Product Quality Defect,LOW,True,Month_42
COM_SUP000019_47_1,SUP000019,Product Quality Defect,LOW,True,Month_47
COM_SUP000019_53_1,SUP000019,Customer Service Unresponsiveness,LOW,False,Month_53
COM_SUP000019_56_1,SUP000019,Product Quality Defect,MEDIUM,True,Month_56
COM_SUP000019_57_1,SUP000019,Product Quality Defect,LOW,True,Month_57
COM_SUP000019_57_2,SUP000019,Product Quality Defect,LOW,True,Month_57
COM_SUP000019_58_1,SUP000019,Product Quality Defect,LOW,True,Month_58
COM_SUP000019_58_2,SUP000019,Invoicing Mismatch,MEDIUM,True,Month_58
COM_SUP000019_60_1,SUP000019,Customer Service Unresponsiveness,LOW,True,Month_60
COM_SUP000019_60_2,SUP000019,Product Quality Defect,LOW,True,Month_60
COM_SUP000020_08_1,SUP000020,Product Quality Defect,LOW,False,Month_08
COM_SUP000020_21_1,SUP000020,Late Delivery Delay,MEDIUM,True,Month_21
COM_SUP000020_25_1,SUP000020,Product Quality Defect,MEDIUM,True,Month_25
COM_SUP000020_25_2,SUP000020,Late Delivery Delay,LOW,True,Month_25
COM_SUP000021_12_1,SUP000021,Product Quality Defect,LOW,True,Month_12
COM_SUP000021_28_1,SUP000021,Product Quality Defect,LOW,True,Month_28
COM_SUP000022_04_1,SUP000022,Product Quality Defect,CRITICAL,False,Month_04
COM_SUP000022_04_2,SUP000022,Product Quality Defect,CRITICAL,False,Month_04
COM_SUP000022_05_1,SUP000022,Late Delivery Delay,LOW,False,Month_05
COM_SUP000022_05_2,SUP000022,Product Quality Defect,LOW,True,Month_05
COM_SUP000022_06_1,SUP000022,Product Quality Defect,LOW,False,Month_06
COM_SUP000022_06_2,SUP000022,Product Quality Defect,MEDIUM,True,Month_06
COM_SUP000022_06_3,SUP000022,Late Delivery Delay,HIGH,False,Month_06
COM_SUP000022_06_4,SUP000022,Late Delivery Delay,HIGH,True,Month_06
COM_SUP000022_07_1,SUP000022,Product Quality Defect,CRITICAL,True,Month_07
COM_SUP000022_09_1,SUP000022,Late Delivery Delay,HIGH,True,Month_09
COM_SUP000022_09_2,SUP000022,Late Delivery Delay,HIGH,False,Month_09
COM_SUP000022_09_3,SUP000022,Late Delivery Delay,HIGH,True,Month_09
COM_SUP000022_09_4,SUP000022,Late Delivery Delay,HIGH,False,Month_09
COM_SUP000022_14_1,SUP000022,Product Quality Defect,LOW,False,Month_14
COM_SUP000022_15_1,SUP000022,Late Delivery Delay,LOW,True,Month_15
COM_SUP000022_16_1,SUP000022,Late Delivery Delay,MEDIUM,True,Month_16
COM_SUP000022_16_2,SUP000022,Product Quality Defect,MEDIUM,False,Month_16
COM_SUP000022_16_3,SUP000022,Product Quality Defect,LOW,False,Month_16
COM_SUP000022_16_4,SUP000022,Invoicing Mismatch,LOW,True,Month_16
COM_SUP000022_17_1,SUP000022,Customer Service Unresponsiveness,MEDIUM,True,Month_17
COM_SUP000022_20_1,SUP000022,Product Quality Defect,CRITICAL,False,Month_20
COM_SUP000022_20_2,SUP000022,Product Quality Defect,CRITICAL,True,Month_20
COM_SUP000022_21_1,SUP000022,Late Delivery Delay,HIGH,False,Month_21
COM_SUP000022_21_2,SUP000022,Late Delivery Delay,HIGH,False,Month_21
COM_SUP000022_21_3,SUP000022,Late Delivery Delay,HIGH,True,Month_21
COM_SUP000022_21_4,SUP000022,Late Delivery Delay,HIGH,False,Month_21
COM_SUP000022_22_1,SUP000022,Product Quality Defect,CRITICAL,True,Month_22
COM_SUP000022_22_2,SUP000022,Product Quality Defect,CRITICAL,True,Month_22
COM_SUP000022_24_1,SUP000022,Product Quality Defect,LOW,True,Month_24
COM_SUP000022_24_2,SUP000022,Late Delivery Delay,HIGH,True,Month_24
COM_SUP000022_24_3,SUP000022,Late Delivery Delay,HIGH,False,Month_24
COM_SUP000022_25_1,SUP000022,Late Delivery Delay,LOW,False,Month_25
COM_SUP000022_25_2,SUP000022,Invoicing Mismatch,LOW,True,Month_25
COM_SUP000022_27_1,SUP000022,Product Quality Defect,LOW,True,Month_27
COM_SUP000022_29_1,SUP000022,Product Quality Defect,LOW,True,Month_29
COM_SUP000022_30_1,SUP000022,Product Quality Defect,CRITICAL,False,Month_30
COM_SUP000022_31_1,SUP000022,Late Delivery Delay,HIGH,True,Month_31
COM_SUP000022_31_2,SUP000022,Customer Service Unresponsiveness,MEDIUM,True,Month_31
COM_SUP000022_34_1,SUP000022,Invoicing Mismatch,MEDIUM,False,Month_34
COM_SUP000022_34_2,SUP000022,Late Delivery Delay,LOW,False,Month_34
COM_SUP000022_38_1,SUP000022,Product Quality Defect,MEDIUM,True,Month_38
COM_SUP000022_38_2,SUP000022,Product Quality Defect,MEDIUM,True,Month_38
COM_SUP000022_40_1,SUP000022,Late Delivery Delay,HIGH,False,Month_40
COM_SUP000022_40_2,SUP000022,Late Delivery Delay,HIGH,True,Month_40
COM_SUP000022_40_3,SUP000022,Late Delivery Delay,HIGH,True,Month_40
COM_SUP000022_44_1,SUP000022,Product Quality Defect,LOW,True,Month_44
COM_SUP000022_44_2,SUP000022,Late Delivery Delay,HIGH,False,Month_44
COM_SUP000022_44_3,SUP000022,Late Delivery Delay,HIGH,False,Month_44
COM_SUP000022_46_1,SUP000022,Late Delivery Delay,LOW,False,Month_46
COM_SUP000022_49_1,SUP000022,Late Delivery Delay,MEDIUM,False,Month_49
COM_SUP000022_49_2,SUP000022,Product Quality Defect,CRITICAL,True,Month_49
COM_SUP000022_50_1,SUP000022,Late Delivery Delay,MEDIUM,True,Month_50
COM_SUP000022_50_2,SUP000022,Late Delivery Delay,MEDIUM,True,Month_50
COM_SUP000022_50_3,SUP000022,Late Delivery Delay,MEDIUM,True,Month_50
COM_SUP000022_51_1,SUP000022,Product Quality Defect,MEDIUM,True,Month_51
COM_SUP000022_52_1,SUP000022,Late Delivery Delay,MEDIUM,True,Month_52
COM_SUP000022_52_2,SUP000022,Late Delivery Delay,LOW,True,Month_52
COM_SUP000022_52_3,SUP000022,Product Quality Defect,LOW,True,Month_52
COM_SUP000022_53_1,SUP000022,Packaging Damage,LOW,False,Month_53
COM_SUP000022_54_1,SUP000022,Late Delivery Delay,HIGH,False,Month_54
COM_SUP000022_54_2,SUP000022,Late Delivery Delay,HIGH,False,Month_54
COM_SUP000022_54_3,SUP000022,Late Delivery Delay,HIGH,False,Month_54
COM_SUP000022_57_1,SUP000022,Late Delivery Delay,MEDIUM,False,Month_57
COM_SUP000022_57_2,SUP000022,Product Quality Defect,CRITICAL,True,Month_57
COM_SUP000022_57_3,SUP000022,Late Delivery Delay,LOW,False,Month_57
COM_SUP000022_57_4,SUP000022,Late Delivery Delay,LOW,False,Month_57
COM_SUP000022_58_1,SUP000022,Late Delivery Delay,LOW,False,Month_58
COM_SUP000022_58_2,SUP000022,Packaging Damage,LOW,True,Month_58
COM_SUP000022_58_3,SUP000022,Customer Service Unresponsiveness,MEDIUM,True,Month_58
COM_SUP000022_58_4,SUP000022,Late Delivery Delay,LOW,False,Month_58
COM_SUP000023_41_1,SUP000023,Product Quality Defect,LOW,True,Month_41
COM_SUP000023_41_2,SUP000023,Product Quality Defect,LOW,True,Month_41
COM_SUP000024_01_1,SUP000024,Product Quality Defect,LOW,True,Month_01
COM_SUP000024_04_1,SUP000024,Product Quality Defect,CRITICAL,False,Month_04
COM_SUP000024_11_1,SUP000024,Product Quality Defect,CRITICAL,True,Month_11
COM_SUP000024_11_2,SUP000024,Late Delivery Delay,LOW,False,Month_11
COM_SUP000024_13_1,SUP000024,Product Quality Defect,CRITICAL,False,Month_13
COM_SUP000024_15_1,SUP000024,Late Delivery Delay,MEDIUM,True,Month_15
COM_SUP000024_15_2,SUP000024,Product Quality Defect,LOW,True,Month_15
COM_SUP000024_15_3,SUP000024,Late Delivery Delay,LOW,True,Month_15
COM_SUP000024_21_1,SUP000024,Late Delivery Delay,HIGH,False,Month_21
COM_SUP000024_21_2,SUP000024,Late Delivery Delay,HIGH,False,Month_21
COM_SUP000024_21_3,SUP000024,Late Delivery Delay,HIGH,True,Month_21
COM_SUP000024_23_1,SUP000024,Product Quality Defect,LOW,True,Month_23
COM_SUP000024_28_1,SUP000024,Product Quality Defect,CRITICAL,True,Month_28
COM_SUP000024_28_2,SUP000024,Customer Service Unresponsiveness,LOW,True,Month_28
COM_SUP000024_29_1,SUP000024,Product Quality Defect,CRITICAL,True,Month_29
COM_SUP000024_33_1,SUP000024,Late Delivery Delay,LOW,True,Month_33
COM_SUP000024_33_2,SUP000024,Packaging Damage,LOW,True,Month_33
COM_SUP000024_33_3,SUP000024,Late Delivery Delay,LOW,True,Month_33
COM_SUP000024_38_1,SUP000024,Product Quality Defect,CRITICAL,True,Month_38
COM_SUP000024_39_1,SUP000024,Product Quality Defect,LOW,True,Month_39
COM_SUP000024_39_2,SUP000024,Product Quality Defect,LOW,False,Month_39
COM_SUP000024_41_1,SUP000024,Invoicing Mismatch,LOW,False,Month_41
COM_SUP000024_41_2,SUP000024,Late Delivery Delay,MEDIUM,False,Month_41
COM_SUP000024_43_1,SUP000024,Product Quality Defect,MEDIUM,True,Month_43
