compliance_id,supplier_id,month,gst_compliant,iso9001,iso14001,audit_score,violations
CMP_SUP000001_50,SUP000001,Month_50,True,True,False,73.7,0
CMP_SUP000001_51,SUP000001,Month_51,True,True,False,72.7,0
CMP_SUP000001_52,SUP000001,Month_52,True,True,False,71.7,0
CMP_SUP000001_53,SUP000001,Month_53,True,True,False,71.6,0
CMP_SUP000001_54,SUP000001,Month_54,True,True,False,71.8,0
CMP_SUP000001_55,SUP000001,Month_55,True,True,False,70.4,1
CMP_SUP000001_56,SUP000001,Month_56,True,True,False,71.8,0
CMP_SUP000001_57,SUP000001,Month_57,True,True,False,72.6,0
CMP_SUP000001_58,SUP000001,Month_58,True,True,False,73.6,0
CMP_SUP000001_59,SUP000001,Month_59,True,True,False,74.2,2
CMP_SUP000001_60,SUP000001,Month_60,True,True,False,73.8,0
CMP_SUP000002_01,SUP000002,Month_01,True,True,True,98.4,0
CMP_SUP000002_02,SUP000002,Month_02,True,True,True,97.2,0
CMP_SUP000002_03,SUP000002,Month_03,True,True,True,96.3,0
CMP_SUP000002_04,SUP000002,Month_04,True,True,True,94.8,0
CMP_SUP000002_05,SUP000002,Month_05,True,True,True,93.9,0
CMP_SUP000002_06,SUP000002,Month_06,True,True,True,94.6,0
CMP_SUP000002_07,SUP000002,Month_07,True,True,True,95.6,0
CMP_SUP000002_08,SUP000002,Month_08,True,True,True,94.2,0
CMP_SUP000002_09,SUP000002,Month_09,True,True,True,95.4,0
CMP_SUP000002_10,SUP000002,Month_10,True,True,True,96.5,0
CMP_SUP000002_11,SUP000002,Month_11,True,True,True,97.9,0
CMP_SUP000002_12,SUP000002,Month_12,True,True,True,99.2,0
CMP_SUP000002_13,SUP000002,Month_13,True,True,True,98.0,0
CMP_SUP000002_14,SUP000002,Month_14,True,True,True,96.9,0
CMP_SUP000002_15,SUP000002,Month_15,True,True,True,98.3,0
CMP_SUP000002_16,SUP000002,Month_16,True,True,True,99.6,0
CMP_SUP000002_17,SUP000002,Month_17,True,True,True,98.7,0
CMP_SUP000002_18,SUP000002,Month_18,True,True,True,99.2,0
CMP_SUP000002_19,SUP000002,Month_19,True,True,True,100,0
CMP_SUP000002_20,SUP000002,Month_20,True,True,True,100,0
CMP_SUP000002_21,SUP000002,Month_21,True,True,True,99.4,0
CMP_SUP000002_22,SUP000002,Month_22,True,True,True,98.3,0
CMP_SUP000002_23,SUP000002,Month_23,True,True,True,99.6,0
CMP_SUP000002_24,SUP000002,Month_24,True,True,True,99.3,0
CMP_SUP000002_25,SUP000002,Month_25,True,True,True,100,1
CMP_SUP000002_26,SUP000002,Month_26,True,True,True,100,0
CMP_SUP000002_27,SUP000002,Month_27,True,True,True,99.2,0
CMP_SUP000002_28,SUP000002,Month_28,True,True,True,100,0
CMP_SUP000002_29,SUP000002,Month_29,True,True,True,100,0
CMP_SUP000002_30,SUP000002,Month_30,True,True,True,100,0
CMP_SUP000002_31,SUP000002,Month_31,True,True,True,100,0
CMP_SUP000002_32,SUP000002,Month_32,True,True,True,100,0
CMP_SUP000002_33,SUP000002,Month_33,True,True,True,100,0
CMP_SUP000002_34,SUP000002,Month_34,True,True,True,99.3,0
CMP_SUP000002_35,SUP000002,Month_35,True,True,True,98.0,0
CMP_SUP000002_36,SUP000002,Month_36,True,True,True,96.8,1
CMP_SUP000002_37,SUP000002,Month_37,True,True,True,96.6,0
CMP_SUP000002_38,SUP000002,Month_38,True,True,True,95.6,0
CMP_SUP000002_39,SUP000002,Month_39,True,True,True,96.8,0
CMP_SUP000002_40,SUP000002,Month_40,True,True,True,96.4,0
CMP_SUP000002_41,SUP000002,Month_41,True,True,True,97.3,0
CMP_SUP000002_42,SUP000002,Month_42,True,True,True,98.0,0
CMP_SUP000002_43,SUP000002,Month_43,True,True,True,97.9,0
CMP_SUP000002_44,SUP000002,Month_44,True,True,True,96.5,1
CMP_SUP000002_45,SUP000002,Month_45,True,True,True,97.9,0
CMP_SUP000002_46,SUP000002,Month_46,True,True,True,96.9,0
CMP_SUP000002_47,SUP000002,Month_47,True,True,True,97.6,0
CMP_SUP000002_48,SUP000002,Month_48,True,True,True,98.8,0
CMP_SUP000002_49,SUP000002,Month_49,True,True,True,99.0,0
CMP_SUP000002_50,SUP000002,Month_50,True,True,True,99.0,1
CMP_SUP000002_51,SUP000002,Month_51,True,True,True,99.3,0
CMP_SUP000002_52,SUP000002,Month_52,True,True,True,98.0,0
CMP_SUP000002_53,SUP000002,Month_53,True,True,True,99.4,0
CMP_SUP000002_54,SUP000002,Month_54,True,True,True,99.6,0
CMP_SUP000002_55,SUP000002,Month_55,True,True,True,99.7,0
CMP_SUP000002_56,SUP000002,Month_56,True,True,True,99.1,0
CMP_SUP000002_57,SUP000002,Month_57,True,True,True,98.7,0
CMP_SUP000002_58,SUP000002,Month_58,True,True,True,98.7,0
CMP_SUP000002_59,SUP000002,Month_59,True,True,True,97.2,0
CMP_SUP000002_60,SUP000002,Month_60,True,True,True,98.2,0
CMP_SUP000003_01,SUP000003,Month_01,True,True,True,95.4,0
CMP_SUP000003_02,SUP000003,Month_02,True,True,True,96.6,0
CMP_SUP000003_03,SUP000003,Month_03,True,True,True,96.4,0
CMP_SUP000003_04,SUP000003,Month_04,True,True,True,95.8,0
CMP_SUP000003_05,SUP000003,Month_05,True,True,True,96.0,0
CMP_SUP000003_06,SUP000003,Month_06,True,True,True,95.5,0
CMP_SUP000003_07,SUP000003,Month_07,True,True,True,94.0,0
CMP_SUP000003_08,SUP000003,Month_08,True,True,True,93.1,0
CMP_SUP000003_09,SUP000003,Month_09,True,True,True,93.0,0
CMP_SUP000003_10,SUP000003,Month_10,True,True,True,91.9,0
CMP_SUP000003_11,SUP000003,Month_11,True,True,True,93.0,0
CMP_SUP000003_12,SUP000003,Month_12,True,True,True,92.6,0
CMP_SUP000003_13,SUP000003,Month_13,True,True,True,92.7,0
CMP_SUP000003_14,SUP000003,Month_14,True,True,True,93.0,0
CMP_SUP000003_15,SUP000003,Month_15,True,True,True,94.1,0
CMP_SUP000003_16,SUP000003,Month_16,True,True,True,94.2,0
CMP_SUP000003_17,SUP000003,Month_17,True,True,True,95.4,0
CMP_SUP000003_18,SUP000003,Month_18,True,True,True,94.1,1
CMP_SUP000003_19,SUP000003,Month_19,True,True,True,95.1,0
CMP_SUP000003_20,SUP000003,Month_20,True,True,True,95.9,0
CMP_SUP000003_21,SUP000003,Month_21,True,True,True,94.5,0
CMP_SUP000003_22,SUP000003,Month_22,True,True,True,95.7,0
CMP_SUP000003_23,SUP000003,Month_23,True,True,True,96.1,0
CMP_SUP000003_24,SUP000003,Month_24,True,True,True,95.8,0
CMP_SUP000003_25,SUP000003,Month_25,True,True,True,96.1,0
CMP_SUP000003_26,SUP000003,Month_26,True,True,True,95.0,0
CMP_SUP000003_27,SUP000003,Month_27,True,True,True,93.7,0
CMP_SUP000003_28,SUP000003,Month_28,True,True,True,92.3,0
CMP_SUP000003_29,SUP000003,Month_29,True,True,True,93.7,0
CMP_SUP000003_30,SUP000003,Month_30,True,True,True,94.2,0
CMP_SUP000003_31,SUP000003,Month_31,True,True,True,93.1,0
CMP_SUP000003_32,SUP000003,Month_32,True,True,True,93.3,0
CMP_SUP000003_33,SUP000003,Month_33,True,True,True,94.5,0
CMP_SUP000003_34,SUP000003,Month_34,True,True,True,95.2,0
CMP_SUP000003_35,SUP000003,Month_35,True,True,True,93.8,0
CMP_SUP000003_36,SUP000003,Month_36,True,True,True,93.0,0
CMP_SUP000003_37,SUP000003,Month_37,True,True,True,92.2,0
CMP_SUP000003_38,SUP000003,Month_38,True,True,True,92.2,0
CMP_SUP000003_39,SUP000003,Month_39,True,True,True,91.9,0
CMP_SUP000003_40,SUP000003,Month_40,True,True,True,93.0,1
CMP_SUP000003_41,SUP000003,Month_41,True,True,True,91.8,0
CMP_SUP000003_42,SUP000003,Month_42,True,True,True,92.2,0
CMP_SUP000003_43,SUP000003,Month_43,True,True,True,93.0,0
CMP_SUP000003_44,SUP000003,Month_44,True,True,True,93.2,0
CMP_SUP000003_45,SUP000003,Month_45,True,True,True,92.8,0
CMP_SUP000003_46,SUP000003,Month_46,True,True,True,94.0,0
CMP_SUP000003_47,SUP000003,Month_47,True,True,True,93.3,0
CMP_SUP000003_48,SUP000003,Month_48,True,True,True,92.4,0
CMP_SUP000003_49,SUP000003,Month_49,True,True,True,93.4,0
CMP_SUP000003_50,SUP000003,Month_50,True,True,True,94.3,0
CMP_SUP000003_51,SUP000003,Month_51,True,True,True,92.8,0
CMP_SUP000003_52,SUP000003,Month_52,True,True,True,92.6,0
CMP_SUP000003_53,SUP000003,Month_53,True,True,True,92.6,0
CMP_SUP000003_54,SUP000003,Month_54,True,True,True,91.6,0
CMP_SUP000003_55,SUP000003,Month_55,True,True,True,91.9,0
CMP_SUP000003_56,SUP000003,Month_56,True,True,True,92.4,0
CMP_SUP000003_57,SUP000003,Month_57,True,True,True,91.9,0
CMP_SUP000003_58,SUP000003,Month_58,True,True,True,92.4,0
CMP_SUP000003_59,SUP000003,Month_59,True,True,True,92.7,0
CMP_SUP000003_60,SUP000003,Month_60,True,True,True,92.4,0
CMP_SUP000004_01,SUP000004,Month_01,True,True,False,88.2,1
CMP_SUP000004_02,SUP000004,Month_02,True,True,False,87.7,0
CMP_SUP000004_03,SUP000004,Month_03,True,True,False,86.7,0
CMP_SUP000004_04,SUP000004,Month_04,True,True,False,86.3,0
CMP_SUP000004_05,SUP000004,Month_05,True,True,False,85.5,0
CMP_SUP000004_06,SUP000004,Month_06,True,True,False,85.5,0
CMP_SUP000004_07,SUP000004,Month_07,True,True,False,85.9,0
CMP_SUP000004_08,SUP000004,Month_08,True,True,False,87.0,0
CMP_SUP000004_09,SUP000004,Month_09,True,True,False,85.6,0
CMP_SUP000004_10,SUP000004,Month_10,True,True,False,85.0,0
CMP_SUP000004_11,SUP000004,Month_11,True,True,False,86.2,0
CMP_SUP000004_12,SUP000004,Month_12,True,True,False,84.9,0
CMP_SUP000004_13,SUP000004,Month_13,True,True,False,86.3,0
CMP_SUP000004_14,SUP000004,Month_14,True,True,False,86.7,0
CMP_SUP000004_15,SUP000004,Month_15,True,True,False,85.9,0
CMP_SUP000004_16,SUP000004,Month_16,True,True,False,87.3,0
CMP_SUP000004_17,SUP000004,Month_17,True,True,False,86.8,0
CMP_SUP000004_18,SUP000004,Month_18,True,True,False,85.9,0
CMP_SUP000004_19,SUP000004,Month_19,True,True,False,86.0,0
CMP_SUP000004_20,SUP000004,Month_20,True,True,False,87.1,0
CMP_SUP000004_21,SUP000004,Month_21,True,True,False,87.7,0
CMP_SUP000004_22,SUP000004,Month_22,True,True,False,86.6,0
CMP_SUP000004_23,SUP000004,Month_23,True,True,False,88.1,0
CMP_SUP000004_24,SUP000004,Month_24,True,True,False,89.4,0
CMP_SUP000004_25,SUP000004,Month_25,True,True,False,88.8,0
CMP_SUP000004_26,SUP000004,Month_26,True,True,False,90.2,0
CMP_SUP000004_27,SUP000004,Month_27,True,True,False,89.6,0
CMP_SUP000004_28,SUP000004,Month_28,True,True,False,90.3,0
CMP_SUP000004_29,SUP000004,Month_29,True,True,False,91.4,0
CMP_SUP000004_30,SUP000004,Month_30,True,True,False,91.2,0
CMP_SUP000004_31,SUP000004,Month_31,True,True,False,92.5,0
CMP_SUP000004_32,SUP000004,Month_32,True,True,False,93.8,0
CMP_SUP000004_33,SUP000004,Month_33,True,True,False,94.6,0
CMP_SUP000004_34,SUP000004,Month_34,True,True,False,93.7,0
CMP_SUP000004_35,SUP000004,Month_35,True,True,False,94.0,0
CMP_SUP000004_36,SUP000004,Month_36,True,True,False,94.2,0
CMP_SUP000004_37,SUP000004,Month_37,True,True,False,93.4,0
CMP_SUP000004_38,SUP000004,Month_38,True,True,False,93.0,0
CMP_SUP000004_39,SUP000004,Month_39,True,True,False,92.9,0
CMP_SUP000004_40,SUP000004,Month_40,True,True,False,93.2,0
CMP_SUP000004_41,SUP000004,Month_41,True,True,False,92.9,0
CMP_SUP000004_42,SUP000004,Month_42,True,True,False,92.8,0
CMP_SUP000004_43,SUP000004,Month_43,True,True,False,91.9,1
CMP_SUP000004_44,SUP000004,Month_44,True,True,False,93.2,0
CMP_SUP000004_45,SUP000004,Month_45,True,True,False,92.3,0
CMP_SUP000004_46,SUP000004,Month_46,True,True,False,91.5,0
CMP_SUP000004_47,SUP000004,Month_47,True,True,False,90.5,0
CMP_SUP000004_48,SUP000004,Month_48,True,True,False,90.3,0
CMP_SUP000004_49,SUP000004,Month_49,True,True,False,90.9,0
CMP_SUP000004_50,SUP000004,Month_50,True,True,False,92.0,0
CMP_SUP000004_51,SUP000004,Month_51,True,True,False,92.9,0
CMP_SUP000004_52,SUP000004,Month_52,True,True,False,93.8,0
CMP_SUP000004_53,SUP000004,Month_53,True,True,False,93.5,0
CMP_SUP000004_54,SUP000004,Month_54,True,True,False,93.7,0
CMP_SUP000004_55,SUP000004,Month_55,True,True,False,94.2,0
CMP_SUP000004_56,SUP000004,Month_56,True,True,False,92.8,0
CMP_SUP000004_57,SUP000004,Month_57,True,True,False,92.6,0
CMP_SUP000004_58,SUP000004,Month_58,True,True,False,93.8,0
CMP_SUP000004_59,SUP000004,Month_59,True,True,False,93.9,0
CMP_SUP000004_60,SUP000004,Month_60,True,True,False,92.5,0
CMP_SUP000005_01,SUP000005,Month_01,True,True,True,84.3,0
CMP_SUP000005_02,SUP000005,Month_02,True,True,True,83.2,0
CMP_SUP000005_03,SUP000005,Month_03,True,True,True,83.1,0
CMP_SUP000005_04,SUP000005,Month_04,True,True,True,82.4,0
CMP_SUP000005_05,SUP000005,Month_05,True,True,True,83.6,0
CMP_SUP000005_06,SUP000005,Month_06,True,True,True,84.9,0
CMP_SUP000005_07,SUP000005,Month_07,True,True,True,84.6,0
CMP_SUP000005_08,SUP000005,Month_08,True,True,True,85.1,0
CMP_SUP000005_09,SUP000005,Month_09,True,True,True,85.4,0
CMP_SUP000005_10,SUP000005,Month_10,True,True,True,86.4,0
CMP_SUP000005_11,SUP000005,Month_11,True,True,True,85.8,0
CMP_SUP000005_12,SUP000005,Month_12,True,True,True,86.7,0
CMP_SUP000005_13,SUP000005,Month_13,True,True,True,85.9,0
CMP_SUP000005_14,SUP000005,Month_14,True,True,True,87.4,0
CMP_SUP000005_15,SUP000005,Month_15,True,True,True,86.0,0
CMP_SUP000005_16,SUP000005,Month_16,True,True,True,85.9,0
CMP_SUP000005_17,SUP000005,Month_17,True,True,True,87.1,0
CMP_SUP000005_18,SUP000005,Month_18,True,True,True,86.5,0
CMP_SUP000005_19,SUP000005,Month_19,True,True,True,87.5,0
CMP_SUP000005_20,SUP000005,Month_20,True,True,True,88.0,0
CMP_SUP000005_21,SUP000005,Month_21,True,True,True,87.2,1
CMP_SUP000005_22,SUP000005,Month_22,True,True,True,87.4,0
CMP_SUP000005_23,SUP000005,Month_23,True,True,True,87.1,0
CMP_SUP000005_24,SUP000005,Month_24,True,True,True,87.7,0
CMP_SUP000005_25,SUP000005,Month_25,True,True,True,89.1,0
CMP_SUP000005_26,SUP000005,Month_26,True,True,True,89.0,0
CMP_SUP000005_27,SUP000005,Month_27,True,True,True,89.1,0
CMP_SUP000005_28,SUP000005,Month_28,True,True,True,87.6,0
CMP_SUP000005_29,SUP000005,Month_29,True,True,True,88.4,0
CMP_SUP000005_30,SUP000005,Month_30,True,True,True,89.7,0
CMP_SUP000005_31,SUP000005,Month_31,True,True,True,91.1,0
CMP_SUP000005_32,SUP000005,Month_32,True,True,True,91.2,0
CMP_SUP000005_33,SUP000005,Month_33,True,True,True,90.5,0
CMP_SUP000005_34,SUP000005,Month_34,True,True,True,91.9,0
CMP_SUP000005_35,SUP000005,Month_35,True,True,True,93.4,0
CMP_SUP000005_36,SUP000005,Month_36,True,True,True,94.3,0
CMP_SUP000005_37,SUP000005,Month_37,True,True,True,95.6,0
CMP_SUP000005_38,SUP000005,Month_38,True,True,True,94.4,0
CMP_SUP000005_39,SUP000005,Month_39,True,True,True,93.1,0
CMP_SUP000005_40,SUP000005,Month_40,True,True,True,91.9,1
CMP_SUP000005_41,SUP000005,Month_41,True,True,True,91.7,0
CMP_SUP000005_42,SUP000005,Month_42,True,True,True,90.4,0
CMP_SUP000005_43,SUP000005,Month_43,True,True,True,90.7,0
CMP_SUP000005_44,SUP000005,Month_44,True,True,True,92.0,0
CMP_SUP000005_45,SUP000005,Month_45,True,True,True,90.5,0
CMP_SUP000005_46,SUP000005,Month_46,True,True,True,90.4,0
CMP_SUP000005_47,SUP000005,Month_47,True,True,True,89.1,0
CMP_SUP000005_48,SUP000005,Month_48,True,True,True,88.2,0
CMP_SUP000005_49,SUP000005,Month_49,True,True,True,88.5,0
CMP_SUP000005_50,SUP000005,Month_50,True,True,True,89.8,0
CMP_SUP000005_51,SUP000005,Month_51,True,True,True,88.7,0
CMP_SUP000005_52,SUP000005,Month_52,True,True,True,88.3,0
CMP_SUP000005_53,SUP000005,Month_53,True,True,True,87.7,0
CMP_SUP000005_54,SUP000005,Month_54,True,True,True,89.1,0
CMP_SUP000005_55,SUP000005,Month_55,True,True,True,87.9,0
CMP_SUP000005_56,SUP000005,Month_56,True,True,True,87.7,0
CMP_SUP000005_57,SUP000005,Month_57,True,True,True,88.6,0
CMP_SUP000005_58,SUP000005,Month_58,True,True,True,89.5,0
CMP_SUP000005_59,SUP000005,Month_59,True,True,True,89.3,0
CMP_SUP000005_60,SUP000005,Month_60,True,True,True,88.2,0
CMP_SUP000006_01,SUP000006,Month_01,True,False,True,87.5,0
CMP_SUP000006_02,SUP000006,Month_02,True,False,True,86.6,0
CMP_SUP000006_03,SUP000006,Month_03,True,False,True,85.8,0
CMP_SUP000006_04,SUP000006,Month_04,True,False,True,87.0,0
CMP_SUP000006_05,SUP000006,Month_05,True,False,True,87.3,0
CMP_SUP000006_06,SUP000006,Month_06,True,False,True,87.8,0
CMP_SUP000006_07,SUP000006,Month_07,True,False,True,87.2,0
CMP_SUP000006_08,SUP000006,Month_08,True,False,True,88.6,0
CMP_SUP000006_09,SUP000006,Month_09,True,False,True,89.1,0
CMP_SUP000006_10,SUP000006,Month_10,True,False,True,90.0,0
CMP_SUP000006_11,SUP000006,Month_11,True,False,True,91.0,0
CMP_SUP000006_12,SUP000006,Month_12,True,False,True,90.4,0
CMP_SUP000006_13,SUP000006,Month_13,True,False,True,90.9,0
CMP_SUP000006_14,SUP000006,Month_14,True,False,True,90.0,0
CMP_SUP000006_15,SUP000006,Month_15,True,False,True,88.8,0
CMP_SUP000006_16,SUP000006,Month_16,True,False,True,90.2,0
CMP_SUP000006_17,SUP000006,Month_17,True,False,True,89.4,1
CMP_SUP000006_18,SUP000006,Month_18,True,False,True,89.0,0
CMP_SUP000006_19,SUP000006,Month_19,True,False,True,89.5,0
CMP_SUP000006_20,SUP000006,Month_20,True,False,True,90.6,0
CMP_SUP000006_21,SUP000006,Month_21,True,False,True,91.5,0
CMP_SUP000006_22,SUP000006,Month_22,True,False,True,90.3,0
CMP_SUP000006_23,SUP000006,Month_23,True,False,True,90.5,0
CMP_SUP000006_24,SUP000006,Month_24,True,False,True,92.0,0
CMP_SUP000006_25,SUP000006,Month_25,True,False,True,92.8,0
CMP_SUP000006_26,SUP000006,Month_26,True,False,True,93.0,0
CMP_SUP000006_27,SUP000006,Month_27,True,False,True,94.0,0
CMP_SUP000006_28,SUP000006,Month_28,True,False,True,94.3,0
CMP_SUP000006_29,SUP000006,Month_29,True,False,True,93.0,0
CMP_SUP000006_30,SUP000006,Month_30,True,False,True,93.9,0
CMP_SUP000006_31,SUP000006,Month_31,True,False,True,94.7,0
CMP_SUP000006_32,SUP000006,Month_32,True,False,True,95.5,0
CMP_SUP000006_33,SUP000006,Month_33,True,False,True,96.6,0
CMP_SUP000006_34,SUP000006,Month_34,True,False,True,96.8,0
CMP_SUP000006_35,SUP000006,Month_35,True,False,True,95.8,0
CMP_SUP000006_36,SUP000006,Month_36,True,False,True,94.9,0
CMP_SUP000006_37,SUP000006,Month_37,True,False,True,95.6,0
CMP_SUP000006_38,SUP000006,Month_38,True,False,True,96.4,0
CMP_SUP000006_39,SUP000006,Month_39,True,False,True,97.5,0
CMP_SUP000006_40,SUP000006,Month_40,True,False,True,97.1,0
CMP_SUP000006_41,SUP000006,Month_41,True,False,True,95.9,0
CMP_SUP000006_42,SUP000006,Month_42,True,False,True,97.3,0
CMP_SUP000006_43,SUP000006,Month_43,True,False,True,95.9,0
CMP_SUP000006_44,SUP000006,Month_44,True,False,True,95.8,0
CMP_SUP000006_45,SUP000006,Month_45,True,False,True,94.8,0
CMP_SUP000006_46,SUP000006,Month_46,True,False,True,95.4,0
CMP_SUP000006_47,SUP000006,Month_47,True,False,True,95.8,0
CMP_SUP000006_48,SUP000006,Month_48,True,False,True,96.6,0
CMP_SUP000006_49,SUP000006,Month_49,True,False,True,97.4,0
CMP_SUP000006_50,SUP000006,Month_50,True,False,True,97.2,0
CMP_SUP000006_51,SUP000006,Month_51,True,False,True,98.4,0
CMP_SUP000006_52,SUP000006,Month_52,True,False,True,98.5,0
CMP_SUP000006_53,SUP000006,Month_53,True,False,True,99.8,0
CMP_SUP000006_54,SUP000006,Month_54,True,False,True,100,0
CMP_SUP000006_55,SUP000006,Month_55,True,False,True,100,0
CMP_SUP000006_56,SUP000006,Month_56,True,False,True,99.5,0
CMP_SUP000006_57,SUP000006,Month_57,True,False,True,100,0
CMP_SUP000006_58,SUP000006,Month_58,True,False,True,99.7,1
CMP_SUP000006_59,SUP000006,Month_59,True,False,True,100,0
CMP_SUP000006_60,SUP000006,Month_60,True,False,True,100,0
CMP_SUP000007_01,SUP000007,Month_01,True,False,True,90.2,0
CMP_SUP000007_02,SUP000007,Month_02,True,False,True,89.7,0
CMP_SUP000007_03,SUP000007,Month_03,True,False,True,90.8,0
CMP_SUP000007_04,SUP000007,Month_04,True,False,True,91.9,0
CMP_SUP000007_05,SUP000007,Month_05,True,False,True,91.4,0
CMP_SUP000007_06,SUP000007,Month_06,True,False,True,91.7,0
CMP_SUP000007_07,SUP000007,Month_07,True,False,True,92.1,0
CMP_SUP000007_08,SUP000007,Month_08,True,False,True,92.3,0
CMP_SUP000007_09,SUP000007,Month_09,True,False,True,91.5,0
CMP_SUP000007_10,SUP000007,Month_10,True,False,True,92.7,0
CMP_SUP000007_11,SUP000007,Month_11,True,False,True,93.4,0
CMP_SUP000007_12,SUP000007,Month_12,True,False,True,93.8,0
CMP_SUP000007_13,SUP000007,Month_13,True,False,True,93.4,0
CMP_SUP000007_14,SUP000007,Month_14,True,False,True,92.4,0
CMP_SUP000007_15,SUP000007,Month_15,True,False,True,91.0,0
CMP_SUP000007_16,SUP000007,Month_16,True,False,True,91.3,0
CMP_SUP000007_17,SUP000007,Month_17,True,False,True,92.0,0
CMP_SUP000007_18,SUP000007,Month_18,True,False,True,91.3,0
CMP_SUP000007_19,SUP000007,Month_19,True,False,True,92.1,0
CMP_SUP000007_20,SUP000007,Month_20,True,False,True,93.6,0
CMP_SUP000007_21,SUP000007,Month_21,True,False,True,92.9,1
CMP_SUP000007_22,SUP000007,Month_22,True,False,True,92.5,0
CMP_SUP000007_23,SUP000007,Month_23,True,False,True,91.1,0
CMP_SUP000007_24,SUP000007,Month_24,True,False,True,92.6,0
CMP_SUP000007_25,SUP000007,Month_25,True,False,True,93.2,0
CMP_SUP000007_26,SUP000007,Month_26,True,False,True,94.3,0
CMP_SUP000007_27,SUP000007,Month_27,True,False,True,93.3,0
CMP_SUP000007_28,SUP000007,Month_28,True,False,True,92.0,0
CMP_SUP000007_29,SUP000007,Month_29,True,False,True,93.4,0
CMP_SUP000007_30,SUP000007,Month_30,True,False,True,94.9,0
CMP_SUP000007_31,SUP000007,Month_31,True,False,True,93.7,0
CMP_SUP000007_32,SUP000007,Month_32,True,False,True,93.9,0
CMP_SUP000007_33,SUP000007,Month_33,True,False,True,93.0,0
CMP_SUP000007_34,SUP000007,Month_34,True,False,True,92.8,0
CMP_SUP000007_35,SUP000007,Month_35,True,False,True,91.8,0
CMP_SUP000007_36,SUP000007,Month_36,True,False,True,91.5,0
CMP_SUP000007_37,SUP000007,Month_37,True,False,True,91.0,0
CMP_SUP000007_38,SUP000007,Month_38,True,False,True,92.4,0
